20250713  1  1 68   1    .   .
20250713  1  2 29   8    .   .
20250713  1  3  8   5    .   .
20250713  1  4 21   2    .   .
20250713  1  5 36   4    .   .
20250713  1  6  3   3    .   .
20250713  1  7  0   6    .   .
20250713  1  8 60   7    .   .
20250713  1  9  .   .    .   .
20250713  1 10  .   .    .   .
20250713  1 11  .   .    .   .
20250713  1 12  .   .    .   .
20250713  2  1 20   8    .   .
20250713  2  2  0   6    .   .
20250713  2  3 43   3    .   .
20250713  2  4  0   9    .   .
20250713  2  5  3   1    .   .
20250713  2  6 57   5    .   .
20250713  2  7  2   7    .   .
20250713  2  8 71   2    .   .
20250713  2  9 29   4    .   .
20250713  2 10  0  10    .   .
20250713  2 11  0  11    .   .
20250713  2 12  .   .    .   .
20250713  3  1 53  10    .   .
20250713  3  2  3   1    .   .
20250713  3  3  1   9    .   .
20250713  3  4 11  11    .   .
20250713  3  5  0   4    .   .
20250713  3  6  0   8    .   .
20250713  3  7  0   2    .   .
20250713  3  8  5   3    .   .
20250713  3  9 49   5    .   .
20250713  3 10 71   6    .   .
20250713  3 11 32   7    .   .
20250713  3 12  .   .    .   .
20250713  4  1  0   7    .   .
20250713  4  2 30  10    .   .
20250713  4  3 27  11    .   .
20250713  4  4 14   2    .   .
20250713  4  5  2   3    .   .
20250713  4  6  0   4    .   .
20250713  4  7 63   9    .   .
20250713  4  8  1   5    .   .
20250713  4  9  3   8    .   .
20250713  4 10 53   1    .   .
20250713  4 11 32   6    .   .
20250713  4 12  .   .    .   .
20250713  5  1 12   4    .   .
20250713  5  2 33   3    .   .
20250713  5  3 57   2    .   .
20250713  5  4 68   6    .   .
20250713  5  5 12   1    .   .
20250713  5  6 17   5    .   .
20250713  5  7 12   7    .   .
20250713  5  8  0  12    .   .
20250713  5  9  0  10    .   .
20250713  5 10  2   8    .   .
20250713  5 11 12   9    .   .
20250713  5 12  .   .    .   .
20250713  6  1 73   1    .   .
20250713  6  2 48   8    .   .
20250713  6  3 20   2    .   .
20250713  6  4  7   3    .   .
20250713  6  5 10   7    .   .
20250713  6  6  0   5    .   .
20250713  6  7 16   4    .   .
20250713  6  8 51   6    .   .
20250713  6  9  0   9    .   .
20250713  6 10  .   .    .   .
20250713  6 11  .   .    .   .
20250713  6 12  .   .    .   .
20250713  7  1  0   3    .   .
20250713  7  2  0   7    .   .
20250713  7  3 79   8    .   .
20250713  7  4  6   9    .   .
20250713  7  5  1   6    .   .
20250713  7  6 14   4    .   .
20250713  7  7 54   5    .   .
20250713  7  8 43   1    .   .
20250713  7  9 34   2    .   .
20250713  7 10  .   .    .   .
20250713  7 11  .   .    .   .
20250713  7 12  .   .    .   .
20250713  8  1  2   3    .   .
20250713  8  2 53   2    .   .
20250713  8  3 68   7    .   .
20250713  8  4 25   4    .   .
20250713  8  5  1  10    .   .
20250713  8  6  0   8    .   .
20250713  8  7 43   1    .   .
20250713  8  8 14   5    .   .
20250713  8  9  0   6    .   .
20250713  8 10 19   9    .   .
20250713  8 11  .   .    .   .
20250713  8 12  .   .    .   .
20250713  9  1  1   4    .   .
20250713  9  2 27   3    .   .
20250713  9  3 59   7    .   .
20250713  9  4 60   2    .   .
20250713  9  5 25   5    .   .
20250713  9  6  0   8    .   .
20250713  9  7 45   1    .   .
20250713  9  8  8   6    .   .
20250713  9  9  .   .    .   .
20250713  9 10  .   .    .   .
20250713  9 11  .   .    .   .
20250713  9 12  .   .    .   .
20250713 10  1  6   6    .   .
20250713 10  2  3  10    .   .
20250713 10  3 28   4    .   .
20250713 10  4 29   3    .   .
20250713 10  5  0   8    .   .
20250713 10  6 72   1    .   .
20250713 10  7  3   2    .   .
20250713 10  8 23   7    .   .
20250713 10  9  0   5    .   .
20250713 10 10 61   9    .   .
20250713 10 11  .   .    .   .
20250713 10 12  .   .    .   .
20250713 11  1 27   7    .   .
20250713 11  2 52   5    .   .
20250713 11  3  4   2    .   .
20250713 11  4  2   1    .   .
20250713 11  5 56   8    .   .
20250713 11  6  0   3    .   .
20250713 11  7 64   9    .   .
20250713 11  8 15   4    .   .
20250713 11  9  4  10    .   .
20250713 11 10  1   6    .   .
20250713 11 11  0  11    .   .
20250713 11 12  .   .    .   .
