20251101  1  1  8   7    .   .
20251101  1  2  0   4    .   .
20251101  1  3  8   9    .   .
20251101  1  4 44   6    .   .
20251101  1  5  0   8    .   .
20251101  1  6 40   1    .   .
20251101  1  7 45   3    .   .
20251101  1  8 32  12    .   .
20251101  1  9 41  11    .   .
20251101  1 10  0   2    .   .
20251101  1 11  2   4    .   .
20251101  1 12  5  10    .   .
20251101  2  1  0   2    .   .
20251101  2  2 67   6    .   .
20251101  2  3  0   8    .   .
20251101  2  4  0   9    .   .
20251101  2  5  0  10    .   .
20251101  2  6 55  11    .   .
20251101  2  7  0   1    .   .
20251101  2  8 52   3    .   .
20251101  2  9 36   4    .   .
20251101  2 10 14   5    .   .
20251101  2 11  1   7    .   .
20251101  2 12  .   .    .   .
20251101  3  1  0   6    .   .
20251101  3  2  1   7    .   .
20251101  3  3  0   9    .   .
20251101  3  4  0  11    .   .
20251101  3  5 21   5    .   .
20251101  3  6 66   8    .   .
20251101  3  7 61   2    .   .
20251101  3  8  2   1    .   .
20251101  3  9 50   3    .   .
20251101  3 10  0   4    .   .
20251101  3 11 24  10    .   .
20251101  3 12  .   .    .   .
20251101  4  1 13   5    .   .
20251101  4  2 14   6    .   .
20251101  4  3  0   9    .   .
20251101  4  4  0  10    .   .
20251101  4  5 72   2    .   .
20251101  4  6 63   1    .   .
20251101  4  7  1  11    .   .
20251101  4  8  0   7    .   .
20251101  4  9 31   3    .   .
20251101  4 10 27   4    .   .
20251101  4 11  4   8    .   .
20251101  4 12  .   .    .   .
20251101  5  1  7  10    .   .
20251101  5  2  0   9    .   .
20251101  5  3 44   3    .   .
20251101  5  4 36   4    .   .
20251101  5  5  3   7    .   .
20251101  5  6  3   1    .   .
20251101  5  7 13   8    .   .
20251101  5  8  5   5    .   .
20251101  5  9 51   6    .   .
20251101  5 10 63   2    .   .
20251101  5 11  0  11    .   .
20251101  5 12  .   .    .   .
20251101  6  1 75   1    .   .
20251101  6  2 37   4    .   .
20251101  6  3 29   2    .   .
20251101  6  4 45   6    .   .
20251101  6  5  0   3    .   .
20251101  6  6 37   9    .   .
20251101  6  7  0  10    .   .
20251101  6  8  0   5    .   .
20251101  6  9  1   7    .   .
20251101  6 10  1   8    .   .
20251101  6 11  0  11    .   .
20251101  6 12  .   .    .   .
20251101  7  1  0  40    .   .
20251101  7  2 19   3    .   .
20251101  7  3 41   5    .   .
20251101  7  4 67  10    .   .
20251101  7  5 38   6    .   .
20251101  7  6 26   2    .   .
20251101  7  7  1   9    .   .
20251101  7  8  0   7    .   .
20251101  7  9  5   1    .   .
20251101  7 10 30   8    .   .
20251101  7 11  0  11    .   .
20251101  7 12  .   .    .   .
20251101  8  1  0   2    .   .
20251101  8  2 74   8    .   .
20251101  8  3 19   9    .   .
20251101  8  4 29   4    .   .
20251101  8  5 15   3    .   .
20251101  8  6  0   5    .   .
20251101  8  7  5   7    .   .
20251101  8  8 49   1    .   .
20251101  8  9 34   6    .   .
20251101  8 10  0  10    .   .
20251101  8 11  .   .    .   .
20251101  8 12  .   .    .   .
20251101  9  1  0   2    .   .
20251101  9  2 69   5    .   .
20251101  9  3  0   8    .   .
20251101  9  4  0  11    .   .
20251101  9  5 50  10    .   .
20251101  9  6 11   6    .   .
20251101  9  7  0   1    .   .
20251101  9  8 46   3    .   .
20251101  9  9  0   4    .   .
20251101  9 10 22   7    .   .
20251101  9 11 27   9    .   .
20251101  9 12  .   .    .   .
20251101 10  1  0   9    .   .
20251101 10  2 31   5    .   .
20251101 10  3 17   2    .   .
20251101 10  4  1   7    .   .
20251101 10  5 51   8    .   .
20251101 10  6  0   3    .   .
20251101 10  7 29  11    .   .
20251101 10  8 13   4    .   .
20251101 10  9 70   1    .   .
20251101 10 10  0   6    .   .
20251101 10 11 13  10    .   .
20251101 10 12  .   .    .   .
20251101 11  1 17   4    .   .
20251101 11  2  7   9    .   .
20251101 11  3  0   5    .   .
20251101 11  4 75   8    .   .
20251101 11  5 37   1    .   .
20251101 11  6  9  10    .   .
20251101 11  7  1   6    .   .
20251101 11  8 21   2    .   .
20251101 11  9 40  11    .   .
20251101 11 10 14   7    .   .
20251101 11 11  4   3    .   .
20251101 11 12  .   .    .   .
