20250831  1  1 12  10    .   .
20250831  1  2 31   8    .   .
20250831  1  3  0   4    .   .
20250831  1  4 44   2    .   .
20250831  1  5 10   1    .   .
20250831  1  6  0   5    .   .
20250831  1  7  0  11    .   .
20250831  1  8 62   3    .   .
20250831  1  9  0   6    .   .
20250831  1 10 63   7    .   .
20250831  1 11  3   9    .   .
20250831  1 12  .   .    .   .
20250831  2  1  0   5    .   .
20250831  2  2 17   4    .   .
20250831  2  3  0  11    .   .
20250831  2  4 57  10    .   .
20250831  2  5 73   2    .   .
20250831  2  6 14   6    .   .
20250831  2  7  0   9    .   .
20250831  2  8  0   1    .   .
20250831  2  9  1   3    .   .
20250831  2 10 20   7    .   .
20250831  2 11 42   8    .   .
20250831  2 12  .   .    .   .
20250831  3  1 31   3    .   .
20250831  3  2  0   1    .   .
20250831  3  3 75   4    .   .
20250831  3  4 31  11    .   .
20250831  3  5  3   8    .   .
20250831  3  6 14   7    .   .
20250831  3  7 19   6    .   .
20250831  3  8 21   5    .   .
20250831  3  9  1   9    .   .
20250831  3 10  0   2    .   .
20250831  3 11 31  10    .   .
20250831  3 12  .   .    .   .
20250831  4  1  2   2    .   .
20250831  4  2 72   3    .   .
20250831  4  3 48   5    .   .
20250831  4  4 21   7    .   .
20250831  4  5 29   9    .   .
20250831  4  6  6   4    .   .
20250831  4  7 23   6    .   .
20250831  4  8  0   1    .   .
20250831  4  9 22  10    .   .
20250831  4 10  2   8    .   .
20250831  4 11  0  11    .   .
20250831  4 12  .   .    .   .
20250831  5  1  1   2    .   .
20250831  5  2 60   4    .   .
20250831  5  3 20   9    .   .
20250831  5  4 40   7    .   .
20250831  5  5  2   8    .   .
20250831  5  6  0   3    .   .
20250831  5  7 33   5    .   .
20250831  5  8 33  10    .   .
20250831  5  9 34   1    .   .
20250831  5 10  2   6    .   .
20250831  5 11  0  11    .   .
20250831  5 12  .   .    .   .
20250831  6  1  0  11    .   .
20250831  6  2 17   3    .   .
20250831  6  3 58   5    .   .
20250831  6  4  8   8    .   .
20250831  6  5 28   9    .   .
20250831  6  6  0   2    .   .
20250831  6  7  4   4    .   .
20250831  6  8 23   7    .   .
20250831  6  9 18   1    .   .
20250831  6 10  0   6    .   .
20250831  6 11 69  10    .   .
20250831  6 12  .   .    .   .
20250831  7  1 46  11    .   .
20250831  7  2 59   2    .   .
20250831  7  3 24   1    .   .
20250831  7  4 12   3    .   .
20250831  7  5  9   4    .   .
20250831  7  6  5   5    .   .
20250831  7  7  8   7    .   .
20250831  7  8  0   6    .   .
20250831  7  9  1   9    .   .
20250831  7 10  0   8    .   .
20250831  7 11 61  10    .   .
20250831  7 12  .   .    .   .
20250831  8  1 13   6    .   .
20250831  8  2  0   7    .   .
20250831  8  3 13  10    .   .
20250831  8  4  1   5    .   .
20250831  8  5 15   1    .   .
20250831  8  6 68   3    .   .
20250831  8  7 62   8    .   .
20250831  8  8  5   4    .   .
20250831  8  9  0   2    .   .
20250831  8 10 49   9    .   .
20250831  8 11  0  11    .   .
20250831  8 12  .   .    .   .
20250831  9  1 27   2    .   .
20250831  9  2 55  11    .   .
20250831  9  3  0   6    .   .
20250831  9  4 37   4    .   .
20250831  9  5  2   1    .   .
20250831  9  6 45   7    .   .
20250831  9  7  4  10    .   .
20250831  9  8  1   5    .   .
20250831  9  9  0   8    .   .
20250831  9 10  3   3    .   .
20250831  9 11 51   9    .   .
20250831  9 12  .   .    .   .
20250831 10  1 40   5    .   .
20250831 10  2 25   1    .   .
20250831 10  3  0   9    .   .
20250831 10  4 16   2    .   .
20250831 10  5 75   6    .   .
20250831 10  6 17   4    .   .
20250831 10  7  0   8    .   .
20250831 10  8 16   3    .   .
20250831 10  9 36   7    .   .
20250831 10 10  0  10    .   .
20250831 10 11  0  11    .   .
20250831 10 12  .   .    .   .
20250831 11  1 31   6    .   .
20250831 11  2  0   4    .   .
20250831 11  3  0   8    .   .
20250831 11  4 52   1    .   .
20250831 11  5  6   9    .   .
20250831 11  6 68   5    .   .
20250831 11  7  2   7    .   .
20250831 11  8 38   2    .   .
20250831 11  9 28   3    .   .
20250831 11 10  .   .    .   .
20250831 11 11  .   .    .   .
20250831 11 12  .   .    .   .
