20250511  1  1 84  2  3  0  0  8  4  1  6
20250511  1  2 26  4 -2  0 -2  1  6  1  3
20250511  1  3  9  6 -2  1 -2  4  8 -1 -3
20250511  1  4 23  5 -1  0 -1  5  3  1  4
20250511  1  5 99  1  4  0  3  2  1  2 20
20250511  1  6 47  3  1  0  1  3  2  1  5
20250511  1  7  5  7 -2  1 -3  6  7 -1 -5
20250511  1  8  5  8 -2  1 -3  7  5 -1 -1
20250511  1  9  .  .  .  .  .  .  .  .  .
20250511  1 10  .  .  .  .  .  .  .  .  .
20250511  1 11  .  .  .  .  .  .  .  .  .
20250511  1 12  .  .  .  .  .  .  .  .  .
20250511  2  1 45  4  0  0  0  6  3  3  4
20250511  2  2 72  2  1  0  1  3  2  1  6
20250511  2  3 16  5 -2  0 -3  1  6  1  4
20250511  2  4 13  7  0  0  0  7  7  1  3
20250511  2  5 14  6  0  0  0  8  5  1  0
20250511  2  6 46  3  1  0  0  4  1  1  4
20250511  2  7 87  1  3  0  0  2  4  3 10
20250511  2  8  7  8 -2  1 -2  5  8 -1 -2
20250511  2  9  .  .  .  .  .  .  .  .  .
20250511  2 10  .  .  .  .  .  .  .  .  .
20250511  2 11  .  .  .  .  .  .  .  .  .
20250511  2 12  .  .  .  .  .  .  .  .  .
20250511  3  1 75  1  2  0  3  1  1  2 14
20250511  3  2  6 10 -3  1 -3  7  8 -1 -1
20250511  3  3 68  2  4  0  2  9  4  2 15
20250511  3  4  9  8 -1  1 -2 10 10 -1  1
20250511  3  5 21  6  1  0  0 11  5  1  5
20250511  3  6 36  3  1  0  0  2  2  1  6
20250511  3  7 35  4  0  0  0  4  3  2  6
20250511  3  8 11  7  1  0 -1  8  7  1  3
20250511  3  9 27  5  0  0  0  6  6  1  3
20250511  3 10  7  9 -4  1 -4  5  9  0 -2
20250511  3 11  6 11 -4  1 -3  3 11 -1 -5
20250511  3 12  .  .  .  .  .  .  .  .  .
20250511  4  1 82  1  4  0  2  8  2  4 20
20250511  4  2 29  3  0  0  0  2  8  1  3
20250511  4  3 23  5  0  0  0  7  5  1  2
20250511  4  4 56  2  2  0  2  4  1  2  9
20250511  4  5  7 11 -4  1 -4 11 11 -1 -6
20250511  4  6 15  9  0  0 -1  6  9  1  2
20250511  4  7  8 10 -4  1 -3 10  4 -1 -3
20250511  4  8 18  8  0  0  0  1  6  1  5
20250511  4  9 18  7  0  0  0  9  7  1  5
20250511  4 10 26  4  0  0  0  5  3  1  3
20250511  4 11 18  6  0  0 -1  3 10  1  3
20250511  4 12  .  .  .  .  .  .  .  .  .
20250511  5  1 71  1  3  0  1  7  4  2 13
20250511  5  2 52  4  3  0  2  5  2  3  9
20250511  5  3 67  2  4  0  2  2  3  2 21
20250511  5  4 18  5 -2  0  0  9  8  1  3
20250511  5  5  4  9 -4  1 -3  4  9 -1 -2
20250511  5  6  9  7  0  0 -1  8  6  1  2
20250511  5  7  5  8 -4  1 -1  6  7  0 -3
20250511  5  8 16  6  1  0  0  3  5  1  3
20250511  5  9 58  3 -1  0 -1  1  1  3 11
20250511  5 10  .  .  .  .  .  .  .  .  .
20250511  5 11  .  .  .  .  .  .  .  .  .
20250511  5 12  .  .  .  .  .  .  .  .  .
20250511  6  1 11  9 -2  0 -2  6  8  1  2
20250511  6  2 15  8 -2  1 -3  3  7  0  3
20250511  6  3 81  1  4  0  1  1  1  3 14
20250511  6  4 30  5  2  0  2  9  9  1  6
20250511  6  5 33  4  1  0  1  7  3  1  4
20250511  6  6 35  3  2  0  0  4  2  2  5
20250511  6  7 52  2  1  0  1  2  4  2  9
20250511  6  8 26  6  0  0  0  5  5  1  3
20250511  6  9 16  7  0  0  0  8  6  1  2
20250511  6 10  .  .  .  .  .  .  .  .  .
20250511  6 11  .  .  .  .  .  .  .  .  .
20250511  6 12  .  .  .  .  .  .  .  .  .
20250511  7  1 29  3  3  0  2  9  5  2 11
20250511  7  2 14 13  2  0 -1 11  8  3  6
20250511  7  3 39  1  3  0  3 13  1  4 17
20250511  7  4 15  7 -2  1 -4  3 11 -1  0
20250511  7  5 28  4  1  0  1 12  4  3  5
20250511  7  6 14 14 -1  0  0 10  3  1  2
20250511  7  7 14  8 -2  0 -2  6 14  1  3
20250511  7  8 28  5  2  0  2 14  6  3  8
20250511  7  9 24  6  2  0  0  8  7  3  8
20250511  7 10 14  9 -2  1 -4  2 10  0  2
20250511  7 11 39  2  4  0  1  7  2  2 12
20250511  7 12 14 12 -2  1 -4  5 13 -1  0
20250511  8  1 45  3  3  0  2  5  1  2 19
20250511  8  2 30  4  3  0  0  3  8  1  3
20250511  8  3 28  5  1  1  0  1 11  1  4
20250511  8  4 27  6  1  0  1 11  3  3  6
20250511  8  5  8 10 -4  1 -4  9  6 -1  1
20250511  8  6 47  2  3  0  3  6  4  4 20
20250511  8  7 24  7  2  0  2  2  5  2 19
20250511  8  8  8 11 -3  0 -3  8  9  1  2
20250511  8  9 17  9 -2  0 -2 10  7  1  3
20250511  8 10 48  1  4  0  1  7  2  3 17
20250511  8 11 19  8  2  0  0  4 10  2  6
20250511  8 12  .  .  .  .  .  .  .  .  .
20250511  9  1 49  2  2  0  2  4  3  2 12
20250511  9  2 24  4 -2  0 -3  2  6  1  8
20250511  9  3 13  7 -2  1 -4  8  7  1  0
20250511  9  4 99  1  4  0  0  1  4  3 10
20250511  9  5  8 10 -2  0 -2 10 10  0  0
20250511  9  6 13  8 -2  0 -3  6  8  1  3
20250511  9  7 44  3  0  0 -1  3  2  3  6
20250511  9  8 11  9 -4  0 -3  9  5  1  2
20250511  9  9  5 11 -2  1 -4  7  9 -1 -2
20250511  9 10 16  6 -2  0 -3  5 11  0  1
20250511  9 11 18  5  1  0  0 11  1  1  5
20250511  9 12  .  .  .  .  .  .  .  .  .
20250511 10  1 15  9  1  0  0  8  6  1  3
20250511 10  2 18  8  2  0 -1 11  3  2  4
20250511 10  3 31  4  2  0  0  4  2  2  3
20250511 10  4  8 11  0  0  0  9  5  1  3
20250511 10  5 15 10  1  0  0  7  8  1 -1
20250511 10  6 60  1  4  0  1  2  1  2 19
20250511 10  7 25  5  1  0  0 10 10  3  6
20250511 10  8 21  7  0  0 -1  1  9  1  3
20250511 10  9 35  3  1  0  0  3  4  3  7
20250511 10 10 24  6  2  0 -1  6 11  2  4
20250511 10 11 48  2  2  0  0  5  7  3  8
20250511 10 12  .  .  .  .  .  .  .  .  .
20250511 11  1 12  8  0  0 -1 10 10  1  4
20250511 11  2 48  3  3  0  1  6  3  1  5
20250511 11  3 57  2  4  0  2  3  6  3 17
20250511 11  4  6 10 -4  1 -4  9  8  0  1
20250511 11  5 40  4  3  0  0  4  2  1  6
20250511 11  6 10  9 -4  1 -4  8  9 -1 -1
20250511 11  7 21  6 -2  0 -1  1  7  1  4
20250511 11  8 57  1  2  0  3  5  1  1  9
20250511 11  9 21  7  0  0 -1  2  5  1  1
20250511 11 10 28  5  2  0  2  7  4  1  5
20250511 11 11  .  .  .  .  .  .  .  .  .
20250511 11 12  .  .  .  .  .  .  .  .  .
