20250802  1  1  8  9 -4  1 -4  6 11  1  1  7  1
20250802  1  2 45  4  0  0  0 11  5  3  5  8  1
20250802  1  3 15  8  0  0  0  4  6  3  2 11  1
20250802  1  4 15  6 -2  0 -2  7 10  3  2  2  1
20250802  1  5 15  7 -1  0 -1 10  7  3  2  9  1
20250802  1  6  5 11 -4  1 -4  1  3  2  2  4  1
20250802  1  7 68  1  2  0  1  3  2  5  5  5  1
20250802  1  8 46  2  2  0  2  5  1  5  5  3  1
20250802  1  9 31  5  0  0  0  8  4  4  2  1  1
20250802  1 10  8 10 -4  1 -4  9  8  1  1 10  1
20250802  1 11 45  3  0  0  0  2  9  4  2  6  1
20250802  1 12  .  .  .  .  .  .  .  .  .  .  .
20250802  2  1 21  5 -3  0 -3  7  8  2  5  2  2
20250802  2  2 80  1  0  0  0  6  2  4  3  3  2
20250802  2  3 80  2  0  0  0  3  1  4  4  5  2
20250802  2  4 31  4 -2  0 -2  9  4  4  2  4  2
20250802  2  5 39  3  0  0  0  1  3  4  3  1  2
20250802  2  6  6  9 -3  1 -3 11  6  1  1  9  2
20250802  2  7  8  7 -4  1 -4  8 10  1  1  7  2
20250802  2  8  8  8 -4  1 -4  2  9  1  1  8  2
20250802  2  9 17  6 -2  0 -2  4  7  3  2  6  2
20250802  2 10  3 11 -4  1 -4 10 11  1  1 11  2
20250802  2 11  6 10 -4  1 -4  5  5  1  1 10  2
20250802  2 12  .  .  .  .  .  .  .  .  .  .  .
20250802  3  1 24  6  0  0  0 11  5  3  2  3  4
20250802  3  2 40  3  2  0  1  5  3  7  6 11  4
20250802  3  3 43  1  2  0  2  1  1  8  9  2  4
20250802  3  4 21  8 -2  0 -2  7  9  4  2  9  4
20250802  3  5 24  7  0  0  0 10  6  3  2  7  4
20250802  3  6 21  9 -1  0 -1  9  7  4  3  1  4
20250802  3  7 24  5  0  0  0  6 10  3  2  5  4
20250802  3  8 12 11 -1  0 -1  4 11  3  2  4  4
20250802  3  9 40  4  2  0  1  8  4  6  4  6  4
20250802  3 10 12 10 -2  0 -2  2  8  3  2 10  4
20250802  3 11 40  2  2  0  2  3  2  7  8  8  4
20250802  3 12  .  .  .  .  .  .  .  .  .  .  .
20250802  4  1 59  2  3  0  3  5  2  7  8  3  4
20250802  4  2 39  4  2  0  1  2  5  5  6  1  4
20250802  4  3 62  1  2  0  2  1  6  7  8  8  4
20250802  4  4  5  9 -4  1 -4  9  9  1  1  2  4
20250802  4  5 30  5  0  0  0  8  3  3  4  5  4
20250802  4  6 10  8  0  0  0  4  4  4  2  7  4
20250802  4  7 26  6  0  0  0  7  1  3  2  9  4
20250802  4  8 48  3  2  0  2  6  8  7  5  6  4
20250802  4  9 22  7  0  0  0  3  7  4  3  4  4
20250802  4 10  .  .  .  .  .  .  .  .  .  .  .
20250802  4 11  .  .  .  .  .  .  .  .  .  .  .
20250802  4 12  .  .  .  .  .  .  .  .  .  .  .
20250802  5  1 34  6  2  0  1  2  6  7  6  7  4
20250802  5  2 37  3  2  0  2  6  5  6  7  5  4
20250802  5  3 17  8 -1  0 -1  3  1  3  3  2  4
20250802  5  4 35  5  2  0  0  8  8  7  5  8  4
20250802  5  5 47  2  2  0  2  4  7  8  8  4  4
20250802  5  6 34  7  3  0  3  1  9  7  7  1  4
20250802  5  7 48  1  2  0  2  5  3  8  9  6  4
20250802  5  8 37  4  2  0  2  9  4  6  6  3  4
20250802  5  9 11  9 -1  0 -1  7  2  4  2  9  4
20250802  5 10  .  .  .  .  .  .  .  .  .  .  .
20250802  5 11  .  .  .  .  .  .  .  .  .  .  .
20250802  5 12  .  .  .  .  .  .  .  .  .  .  .
20250802  6  1 26  6  2  0  1  8  3  5  4  5  3
20250802  6  2 26  7 -1  0 -1  5  9  3  2  9  3
20250802  6  3 27  4  2  0  2  9  6  7  8  6  3
20250802  6  4 16  9  0  0  0  6  8  3  2  3  3
20250802  6  5 62  1  2  0  1  1  4  7  8  7  3
20250802  6  6 49  3  3  0  3  3  1  8  8  1  3
20250802  6  7 27  5  0  0  0  7  7  3  2  2  3
20250802  6  8 16  8 -1  0 -1  4  5  3  3  8  3
20250802  6  9 52  2  3  0  3  2  2  8  9  4  3
20250802  6 10  .  .  .  .  .  .  .  .  .  .  .
20250802  6 11  .  .  .  .  .  .  .  .  .  .  .
20250802  6 12  .  .  .  .  .  .  .  .  .  .  .
20250802  7  1 89  1  3  0  3  1  1  8  9  1  2
20250802  7  2 32  4  1  0  1  8  6  3  5  6  2
20250802  7  3 18  5  0  0  0  5  4  4  2  5  2
20250802  7  4 11  6 -1  0 -1  4  5  4  2  2  2
20250802  7  5 47  3  2  0  2  9  2  6  5  3  2
20250802  7  6 81  2  4  0  4  6  3  8  8  4  2
20250802  7  7 10  8 -1  0 -1  7  8  3  3  8  2
20250802  7  8 10  7 -2  0 -2  3  7  3  2  7  2
20250802  7  9  3  9 -3  1 -3  2  9  1  1  9  2
20250802  7 10  .  .  .  .  .  .  .  .  .  .  .
20250802  7 11  .  .  .  .  .  .  .  .  .  .  .
20250802  7 12  .  .  .  .  .  .  .  .  .  .  .
20250802  8  1 43  2  3  0  3  2  8  7  8  3  1
20250802  8  2 26  5  0  0  0  6  7  3  5  1  1
20250802  8  3 63  1  3  0  3  1  1  8  9  7  1
20250802  8  4 26  6  0  0  0  9 10  3  2  6  1
20250802  8  5 26  7  0  0  0 11  6  3  2  2  1
20250802  8  6 27  4  2  0  1  8  5  5  3  4  1
20250802  8  7 33  3  2  0  0  3  3  5  3  5  1
20250802  8  8  8 11 -2  1 -2 10  9  2  2 11  1
20250802  8  9  9 10 -1  0 -1  7 11  3  2 10  1
20250802  8 10 12  9 -2  0 -2  4  4  4  2  9  1
20250802  8 11 26  8 -2  0 -2  5  2  4  3  8  1
20250802  8 12  .  .  .  .  .  .  .  .  .  .  .
20250802  9  1 31  4  2  0  1  4  7  5  3 10  3
20250802  9  2 15  8 -1  0 -1  8  3  4  2  7  3
20250802  9  3 16  7 -1  0 -1  1  5  4  2  8  3
20250802  9  4 18  6  1  0  1  5  9  3  4  1  3
20250802  9  5 12  9  0  0  0  9  6  4  2  6  3
20250802  9  6 25  5  0  0  0  2  8  3  2  4  3
20250802  9  7 54  2  4  0  4  7  2  8  8  3  3
20250802  9  8 54  3  4  0  4  6  4  8  9  2  3
20250802  9  9  7 10 -4  1 -4 10 10  1  1  5  3
20250802  9 10 68  1  4  0  4  3  1  8  9  9  3
20250802  9 11  .  .  .  .  .  .  .  .  .  .  .
20250802  9 12  .  .  .  .  .  .  .  .  .  .  .
